object_id,name,type,group,time_start,time_end,duration_s,min_speed_kt,max_speed_kt,min_alt_ft,max_alt_ft,alt_span_ft,max_inst_tr_deg_s,speed_at_max_tr_kt,alt_at_max_tr_ft,g_at_max_tr,best_sustained_tr_deg_s,sustained_window_s,sustained_speed_kt,sustained_g,min_turn_radius_ft,max_g,inst_status,sust_status,g_status,radius_status,overall_status
101,vwv_mig17f_fm5,Air+FixedWing,MiG-17-FM5,0.02,128.55,128.53,248.88137008301499,482.70296943777305,982.8740472,8823.4582876,7840.5842404,34.72644746326741,327.56496032933046,3472.1457803999997,10.414872876100132,25.786150889422082,7.980000000000004,375.57840155907274,8.677877320872678,901.7438016863103,10.414872876100132,OVER,OVER,OVER,TIGHT_OVER,OVER_ENVELOPE
